hp:0000001	all	all
hp:0011588	cervical aortic arch	cervical aortic arch
hp:0011589	common origin of the right brachiocephalic artery and left common carotid artery	common origin of the right brachiocephalic artery and left common carotid artery
hp:0011589	common origin of the right brachiocephalic artery and left common carotid artery	common brachiocephalic trunk
hp:0011590	double aortic arch	double aortic arch
hp:0011591	left aortic arch with cervical origin of the right subclavian artery	left aortic arch with cervical origin of the right subclavian artery
hp:0011592	left aortic arch with isolated subclavian artery	left aortic arch with isolated subclavian artery
hp:0011593	left aortic arch with retroesophageal diverticulum of kommerell	left aortic arch with retroesophageal diverticulum of kommerell
hp:0011593	left aortic arch with retroesophageal diverticulum of kommerell	kommerell diverticulum
hp:0011594	right aortic arch with retroesophageal diverticulum of kommerell	right aortic arch with retroesophageal diverticulum of kommerell
hp:0011595	left aortic arch with retroesophageal right subclavian artery	left aortic arch with retroesophageal right subclavian artery
hp:0011596	left aortic arch with right descending aorta and right ductus arteriosus	left aortic arch with right descending aorta and right ductus arteriosus
hp:0011597	right aortic arch with left descending aorta and left ductus arteriosus	right aortic arch with left descending aorta and left ductus arteriosus
hp:0011598	right aortic arch with retroesophageal left subclavian artery	right aortic arch with retroesophageal left subclavian artery
hp:0011598	right aortic arch with retroesophageal left subclavian artery	right aortic arch with aberrant left subclavian artery
hp:0011598	right aortic arch with retroesophageal left subclavian artery	right aortic arch with anomalous left subclavian artery
hp:0011599	mesocardia	mesocardia
hp:0011600	abnormal direction of ventricular apex	abnormal direction of ventricular apex
hp:0011601	rightward direction of ventricular apex	rightward direction of ventricular apex
hp:0011602	midline direction of ventricular apex	midline direction of ventricular apex
hp:0011603	congenital malformation of the great arteries	congenital malformation of the great arteries
hp:0011604	aortopulmonary window	aortopulmonary window
hp:0011605	congenitally corrected transposition of the great arteries with ventricular septal defect	congenitally corrected transposition of the great arteries with ventricular septal defect
hp:0011606	obsolete transposition of the great arteries with intact ventricular septum	obsolete transposition of the great arteries with intact ventricular septum
hp:0011607	obsolete transposition of the great arteries with ventricular septal defect	obsolete transposition of the great arteries with ventricular septal defect
hp:0011608	type ii truncus arteriosus	type ii truncus arteriosus
hp:0011608	type ii truncus arteriosus	type 2 truncus arteriosus
hp:0011608	type ii truncus arteriosus	persistent truncus arteriosus type ii
hp:0011609	type iii truncus arteriosus	type iii truncus arteriosus
hp:0011609	type iii truncus arteriosus	type 3 truncus arteriosus
hp:0011609	type iii truncus arteriosus	persistent truncus arteriosus type iii
hp:0011610	type iv truncus arteriosus	type iv truncus arteriosus
hp:0011610	type iv truncus arteriosus	type 4 truncus arteriosus
hp:0011610	type iv truncus arteriosus	persistent truncus arteriosus type iv
hp:0011611	interrupted aortic arch	interrupted aortic arch
hp:0011611	interrupted aortic arch	atretic transverse aortic arch
hp:0011612	interrupted aortic arch type a	interrupted aortic arch type a
hp:0011613	interrupted aortic arch type b	interrupted aortic arch type b
hp:0011613	interrupted aortic arch type b	interrupted aortic arch, type b
hp:0011614	interrupted aortic arch type c	interrupted aortic arch type c
hp:0011615	abnormal pulmonary situs morphology	abnormal pulmonary situs morphology
hp:0011615	abnormal pulmonary situs morphology	abnormality of pulmonary situs
hp:0011616	pulmonary situs inversus	pulmonary situs inversus
hp:0011617	pulmonary situs ambiguus	pulmonary situs ambiguus
hp:0011618	pulmonary situs ambiguus with bilateral morphologic right lungs	pulmonary situs ambiguus with bilateral morphologic right lungs
hp:0011619	pulmonary situs ambiguus with bilateral morphologic left lungs	pulmonary situs ambiguus with bilateral morphologic left lungs
hp:0011620	abnormality of abdominal situs	abnormality of abdominal situs
hp:0011621	gerbode ventricular septal defect	gerbode ventricular septal defect
hp:0011622	inlet ventricular septal defect	inlet ventricular septal defect
hp:0011622	inlet ventricular septal defect	atrioventricular canal type ventricular septal defect
hp:0011622	inlet ventricular septal defect	type 3 ventricular septal defect
hp:0011623	muscular ventricular septal defect	muscular ventricular septal defect
hp:0011623	muscular ventricular septal defect	type 4 ventricular septal defect
hp:0011624	apical muscular ventricular septal defect	apical muscular ventricular septal defect
hp:0011625	multiple muscular ventricular septal defects	multiple muscular ventricular septal defects
hp:0011625	multiple muscular ventricular septal defects	swiss cheese ventricular septal defect
hp:0011626	scimitar anomaly	scimitar anomaly
hp:0011626	scimitar anomaly	scimitar syndrome
hp:0011626	scimitar anomaly	pulmonary venolobar syndrome
hp:0011627	aorto-ventricular tunnel	aorto-ventricular tunnel
hp:0011628	congenital defect of the pericardium	congenital defect of the pericardium
hp:0011629	total absence of the pericardium	total absence of the pericardium
hp:0011629	total absence of the pericardium	congenital absence of the pericardium
hp:0011629	total absence of the pericardium	absent pericardium
hp:0011630	complete diaphragmatic absence of pericardium	complete diaphragmatic absence of pericardium
hp:0011631	complete right sided absence of pericardium	complete right sided absence of pericardium
hp:0011632	partial right sided absence of pericardium	partial right sided absence of pericardium
hp:0011633	complete left sided absence of pericardium	complete left sided absence of pericardium
hp:0011633	complete left sided absence of pericardium	absent lining around of left side of heart
hp:0011634	partial left sided absence of pericardium	partial left sided absence of pericardium
hp:0011635	partial diaphragmatic absence of pericardium	partial diaphragmatic absence of pericardium
hp:0011636	abnormal coronary artery origin	abnormal coronary artery origin
hp:0011637	anomalous origin of coronary artery from the pulmonary artery	anomalous origin of coronary artery from the pulmonary artery
hp:0011638	anomalous origin of left coronary artery from the pulmonary artery	anomalous origin of left coronary artery from the pulmonary artery
hp:0011638	anomalous origin of left coronary artery from the pulmonary artery	bland-garland-white syndrome
hp:0011638	anomalous origin of left coronary artery from the pulmonary artery	alcapa
hp:0011638	anomalous origin of left coronary artery from the pulmonary artery	anomalous left coronary artery from the pulmonary artery
hp:0011639	anomalous origin of right coronary artery from the pulmonary artery	anomalous origin of right coronary artery from the pulmonary artery
hp:0011640	single coronary artery origin	single coronary artery origin
hp:0011641	coronary artery fistula	coronary artery fistula
hp:0011641	coronary artery fistula	coronary fistula
hp:0011642	abnormal coronary sinus morphology	abnormal coronary sinus morphology
hp:0011642	abnormal coronary sinus morphology	abnormality of the coronary sinus
hp:0011643	coronary sinus atrial septal defect	coronary sinus atrial septal defect
hp:0011644	coronary sinus diverticulum	coronary sinus diverticulum
hp:0011644	coronary sinus diverticulum	diverticulum of the coronary sinus
hp:0011645	dilatation of the sinus of valsalva	dilatation of the sinus of valsalva
hp:0011645	dilatation of the sinus of valsalva	aortic sinus aneurysm
hp:0011646	juxtaductal coarctation of the aorta	juxtaductal coarctation of the aorta
hp:0011647	postductal coarctation of the aorta	postductal coarctation of the aorta
hp:0011647	postductal coarctation of the aorta	postductal aortic coarctation
hp:0011648	patent ductus arteriosus after birth at term	patent ductus arteriosus after birth at term
hp:0011649	patent ductus arteriosus after premature birth	patent ductus arteriosus after premature birth
hp:0011650	bilateral ductus arteriosus	bilateral ductus arteriosus
hp:0011650	bilateral ductus arteriosus	bilateral ductus botalli
hp:0011651	double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis
hp:0011651	double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	dorv with doubly committed vsd and pulmonary stenosis
hp:0011652	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis
hp:0011652	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	double outlet right ventricle, doubly committed ventricular septal defect
hp:0011652	double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	dorv with doubly committed vsd
hp:0011653	double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis	double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis
hp:0011653	double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis	dorv with non-committed vsd and pulmonary stenosis
hp:0011654	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis
hp:0011654	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	double outlet right ventricle, noncommitted ventricular septal defect
hp:0011654	double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	dorv with non-committed vsd without pulmonary stenosis
hp:0011655	double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis	double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis
hp:0011655	double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis	dorv with subaortic vsd and pulmonary stenosis
hp:0011656	double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis	double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis
hp:0011656	double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis	dorv with subaortic vsd without pulmonary stenosis
hp:0011657	double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis	double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis
hp:0011657	double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis	dorv with subpulmonary vsd and pulmonary stenosis
hp:0011658	double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis
hp:0011658	double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	dorv with subpulmonary vsd without pulmonary stenosis
hp:0011658	double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	taussig-bing anomaly
hp:0011659	tetralogy of fallot with absent pulmonary valve	tetralogy of fallot with absent pulmonary valve
hp:0011659	tetralogy of fallot with absent pulmonary valve	tetralogy of fallot with absent pulmonary valve syndrome
hp:0011660	anomalous origin of one pulmonary artery from ascending aorta	anomalous origin of one pulmonary artery from ascending aorta
hp:0011660	anomalous origin of one pulmonary artery from ascending aorta	hemitruncus
hp:0011661	anomalous origin of left pulmonary artery from ascending aorta	anomalous origin of left pulmonary artery from ascending aorta
hp:0011662	tricuspid atresia	tricuspid atresia
hp:0011662	tricuspid atresia	tricuspid valve atresia
hp:0011663	right ventricular cardiomyopathy	right ventricular cardiomyopathy
hp:0011663	right ventricular cardiomyopathy	cardiomyopathy, right ventricular
hp:0011664	left ventricular noncompaction cardiomyopathy	left ventricular noncompaction cardiomyopathy
hp:0011664	left ventricular noncompaction cardiomyopathy	left ventricular non-compaction cardiomyopathy
hp:0011665	takotsubo cardiomyopathy	takotsubo cardiomyopathy
hp:0011665	takotsubo cardiomyopathy	broken-heart syndrome
hp:0011666	absent right superior vena cava	absent right superior vena cava
hp:0011667	bilateral superior vena cava with bridging vein	bilateral superior vena cava with bridging vein
hp:0011668	bilateral superior vena cava with no bridging vein	bilateral superior vena cava with no bridging vein
hp:0011669	left superior vena cava draining directly to the left atrium	left superior vena cava draining directly to the left atrium
hp:0011670	left superior vena cava draining to coronary sinus	left superior vena cava draining to coronary sinus
hp:0011671	interrupted inferior vena cava with azygous continuation	interrupted inferior vena cava with azygous continuation
hp:0011672	cardiac myxoma	cardiac myxoma
hp:0011673	cardiac hemangioma	cardiac hemangioma
hp:0011674	cardiac teratoma	cardiac teratoma
hp:0011675	arrhythmia	arrhythmia
hp:0011675	arrhythmia	abnormality of cardiac conduction
hp:0011675	arrhythmia	arrhythmias
hp:0011675	arrhythmia	cardiac arrhythmia
hp:0011675	arrhythmia	cardiac arrhythmias
hp:0011675	arrhythmia	cardiac conduction abnormalities
hp:0011675	arrhythmia	cardiac conduction defects
hp:0011675	arrhythmia	cardiac rhythm disturbances
hp:0011675	arrhythmia	heart rhythm disorders
hp:0011675	arrhythmia	irregular heart beat
hp:0011675	arrhythmia	irregular heartbeat
hp:0011675	arrhythmia	abnormal heart rate
hp:0011676	tetralogy of fallot with absent subarterial conus	tetralogy of fallot with absent subarterial conus
hp:0011677	tetralogy of fallot with atrioventricular canal defect	tetralogy of fallot with atrioventricular canal defect
hp:0011678	tetralogy of fallot with pulmonary atresia and major aortopulmonary collateral arteries	tetralogy of fallot with pulmonary atresia and major aortopulmonary collateral arteries
hp:0011679	tetralogy of fallot with pulmonary stenosis	tetralogy of fallot with pulmonary stenosis
hp:0011680	single ventricle of indeterminate morphology	single ventricle of indeterminate morphology
hp:0011681	subarterial ventricular septal defect	subarterial ventricular septal defect
hp:0011681	subarterial ventricular septal defect	conal ventricular septal defect
hp:0011681	subarterial ventricular septal defect	doubly committed ventricular septal defect
hp:0011681	subarterial ventricular septal defect	infundibular ventricular septal defect
hp:0011681	subarterial ventricular septal defect	supracristal ventricular septal defect
hp:0011681	subarterial ventricular septal defect	type 1 ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	perimembranous ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	conoventricular ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	membranous ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	paramembranous ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	type 2 ventricular septal defect
hp:0011682	perimembranous ventricular septal defect	perimembraneous ventricular septal defect
hp:0011683	restrictive ventricular septal defect	restrictive ventricular septal defect
hp:0011684	non-restrictive ventricular septal defect	non-restrictive ventricular septal defect
hp:0011685	infra-aortic superior vena cava	infra-aortic superior vena cava
hp:0011686	abnormal coronary artery course	abnormal coronary artery course
hp:0011687	av nodal tachycardia	av nodal tachycardia
hp:0011687	av nodal tachycardia	atrioventricular nodal tachycardia
hp:0011687	av nodal tachycardia	av nodal tachycardia
hp:0011688	supraventricular tachycardia with an accessory connection mediated pathway	supraventricular tachycardia with an accessory connection mediated pathway
hp:0011688	supraventricular tachycardia with an accessory connection mediated pathway	atrioventricular re-entry tachycardia
hp:0011689	supraventricular tachycardia with a concealed accessory connection	supraventricular tachycardia with a concealed accessory connection
hp:0011690	permanent junctional reciprocating tachycardia	permanent junctional reciprocating tachycardia
hp:0011691	supraventricular tachycardia with a concealed accessory pathway on the left free wall	supraventricular tachycardia with a concealed accessory pathway on the left free wall
hp:0011692	supraventricular tachycardia with a concealed accessory pathway on the right free wall	supraventricular tachycardia with a concealed accessory pathway on the right free wall
hp:0011693	supraventricular tachycardia with a concealed accessory pathway on the septum	supraventricular tachycardia with a concealed accessory pathway on the septum
hp:0011694	supraventricular tachycardia with a manifest accessory pathway	supraventricular tachycardia with a manifest accessory pathway
hp:0011695	cerebellar hemorrhage	cerebellar hemorrhage
hp:0011696	supraventricular tachycardia with a manifest accessory pathway on the left free wall	supraventricular tachycardia with a manifest accessory pathway on the left free wall
hp:0011697	supraventricular tachycardia with a manifest accessory pathway on the right free wall	supraventricular tachycardia with a manifest accessory pathway on the right free wall
hp:0011698	supraventricular tachycardia with a manifest accessory pathway on the septum	supraventricular tachycardia with a manifest accessory pathway on the septum
hp:0011699	atrial reentry tachycardia	atrial reentry tachycardia
hp:0011700	automatic atrial tachycardia	automatic atrial tachycardia
hp:0011701	multifocal atrial tachycardia	multifocal atrial tachycardia
hp:0011701	multifocal atrial tachycardia	ectopic atrial tachycardia
hp:0011701	multifocal atrial tachycardia	chaotic atrial tachycardia
hp:0011702	abnormal electrophysiology of sinoatrial node origin	abnormal electrophysiology of sinoatrial node origin
hp:0011703	sinus tachycardia	sinus tachycardia
hp:0011703	sinus tachycardia	sinus tach
hp:0011703	sinus tachycardia	sinus tachy
hp:0011704	sick sinus syndrome	sick sinus syndrome
hp:0011704	sick sinus syndrome	sinoatrial node disease
hp:0011705	first degree atrioventricular block	first degree atrioventricular block
hp:0011706	second degree atrioventricular block	second degree atrioventricular block
hp:0011707	mobitz i atrioventricular block	mobitz i atrioventricular block
hp:0011707	mobitz i atrioventricular block	mobitz type 1 atrioventricular block
hp:0011707	mobitz i atrioventricular block	wenckebach block
hp:0011708	mobitz ii atrioventricular block	mobitz ii atrioventricular block
hp:0011708	mobitz ii atrioventricular block	mobitz type 2 atrioventricular block
hp:0011709	atrioventricular dissociation	atrioventricular dissociation
hp:0011710	bundle branch block	bundle branch block
hp:0011710	bundle branch block	bundle-branch block
hp:0011711	left anterior fascicular block	left anterior fascicular block
hp:0011711	left anterior fascicular block	left anterior hemiblock
hp:0011712	right bundle branch block	right bundle branch block
hp:0011712	right bundle branch block	right bundle-branch block
hp:0011713	left bundle branch block	left bundle branch block
hp:0011714	libman-sacks lesions	libman-sacks lesions
hp:0011715	trifascicular block	trifascicular block
hp:0011716	junctional ectopic tachycardia	junctional ectopic tachycardia
hp:0011717	atrioventricular reentrant tachycardia	atrioventricular reentrant tachycardia
hp:0011717	atrioventricular reentrant tachycardia	av nodal reentry tachycardia
hp:0011718	abnormality of the pulmonary veins	abnormality of the pulmonary veins
hp:0011718	abnormality of the pulmonary veins	abnormality of lung veins
hp:0011719	supracardiac total anomalous pulmonary venous connection	supracardiac total anomalous pulmonary venous connection
hp:0011719	supracardiac total anomalous pulmonary venous connection	type 1 total anomalous pulmonary venous connection
hp:0011719	supracardiac total anomalous pulmonary venous connection	total anomalous pulmonary venous connection, supracardiac
hp:0011720	cardiac total anomalous pulmonary venous connection	cardiac total anomalous pulmonary venous connection
hp:0011720	cardiac total anomalous pulmonary venous connection	type 2 total anomalous pulmonary venous connection
hp:0011720	cardiac total anomalous pulmonary venous connection	total anomalous pulmonary venous connection, intracardiac
hp:0011721	infracardiac total anomalous pulmonary venous connection	infracardiac total anomalous pulmonary venous connection
hp:0011721	infracardiac total anomalous pulmonary venous connection	type 3 total anomalous pulmonary venous connection
hp:0011722	mixed total anomalous pulmonary venous connection	mixed total anomalous pulmonary venous connection
hp:0011722	mixed total anomalous pulmonary venous connection	type 4 total anomalous pulmonary venous connection
hp:0011722	mixed total anomalous pulmonary venous connection	total anomalous pulmonary venous connection, mixed
hp:0011723	congenital malformation of the right heart	congenital malformation of the right heart
hp:0011724	uhl's anomaly	uhl's anomaly
hp:0011725	chaotic multifocal atrial tachycardia	chaotic multifocal atrial tachycardia
hp:0011726	persistent fetal circulation	persistent fetal circulation
hp:0011727	peroneal muscle weakness	peroneal muscle weakness
hp:0011727	peroneal muscle weakness	fibularis muscle weakness
hp:0011728	elbow clonus	elbow clonus
hp:0011729	abnormality of joint mobility	abnormality of joint mobility
hp:0011730	abnormality of central sensory function	abnormality of central sensory function
hp:0011731	abnormality of circulating cortisol level	abnormality of circulating cortisol level
hp:0011732	abnormality of adrenal morphology	abnormality of adrenal morphology
hp:0011733	abnormality of adrenal physiology	abnormality of adrenal physiology
hp:0011734	central adrenal insufficiency	central adrenal insufficiency
hp:0011734	central adrenal insufficiency	secondary adrenal insufficiency
hp:0011735	adrenocorticotropin deficient adrenal insufficiency	adrenocorticotropin deficient adrenal insufficiency
hp:0011735	adrenocorticotropin deficient adrenal insufficiency	acth deficient adrenal insufficiency
hp:0011736	primary hyperaldosteronism	primary hyperaldosteronism
hp:0011737	corticotropin-releasing hormone deficient adrenal insufficiency	corticotropin-releasing hormone deficient adrenal insufficiency
hp:0011737	corticotropin-releasing hormone deficient adrenal insufficiency	tertiary adrenal insufficiency
hp:0011737	corticotropin-releasing hormone deficient adrenal insufficiency	crh deficient adrenal insufficiency
hp:0011738	corticotropin-releasing hormone receptor defect	corticotropin-releasing hormone receptor defect
hp:0011738	corticotropin-releasing hormone receptor defect	crhr defect
hp:0011739	dexamethasone-suppresible primary hyperaldosteronism	dexamethasone-suppresible primary hyperaldosteronism
hp:0011740	glucocortocoid-insensitive primary hyperaldosteronism	glucocortocoid-insensitive primary hyperaldosteronism
hp:0011741	secondary hyperaldosteronism	secondary hyperaldosteronism
hp:0011741	secondary hyperaldosteronism	hyperreninemic hyperaldosteronism
hp:0011742	ectopic adrenal gland	ectopic adrenal gland
hp:0011742	ectopic adrenal gland	abnormal adrenal gland position
hp:0011743	adrenal gland agenesis	adrenal gland agenesis
hp:0011744	secondary hypercortisolism	secondary hypercortisolism
hp:0011745	non-secretory adrenocortical adenoma	non-secretory adrenocortical adenoma
hp:0011745	non-secretory adrenocortical adenoma	non-secretory adrenal adenoma
hp:0011746	secretory adrenocortical adenoma	secretory adrenocortical adenoma
hp:0011746	secretory adrenocortical adenoma	secretory adrenal adenoma
hp:0011747	abnormality of the anterior pituitary	abnormality of the anterior pituitary
hp:0011748	adrenocorticotropic hormone deficiency	adrenocorticotropic hormone deficiency
hp:0011748	adrenocorticotropic hormone deficiency	acth deficiency
hp:0011748	adrenocorticotropic hormone deficiency	corticotropin deficiency
hp:0011749	adrenocorticotropic hormone excess	adrenocorticotropic hormone excess
hp:0011749	adrenocorticotropic hormone excess	acth excess
hp:0011750	neoplasm of the anterior pituitary	neoplasm of the anterior pituitary
hp:0011750	neoplasm of the anterior pituitary	neoplasm of the pars anterior
hp:0011750	neoplasm of the anterior pituitary	neoplasm of the adenohypophysis
hp:0011751	abnormality of the posterior pituitary	abnormality of the posterior pituitary
hp:0011751	abnormality of the posterior pituitary	abnormality of the neurohypophysis
hp:0011752	neoplasm of the posterior pituitary	neoplasm of the posterior pituitary
hp:0011752	neoplasm of the posterior pituitary	neoplasm of the neurohypophysis
hp:0011753	posterior pituitary dysgenesis	posterior pituitary dysgenesis
hp:0011753	posterior pituitary dysgenesis	posterior pituitary dysplasia
hp:0011753	posterior pituitary dysgenesis	neurohypophysis dysplasia
hp:0011754	pituicytoma	pituicytoma
hp:0011755	ectopic posterior pituitary	ectopic posterior pituitary
hp:0011755	ectopic posterior pituitary	ectopic neurohypophysis
hp:0011756	posterior pituitary agenesis	posterior pituitary agenesis
hp:0011756	posterior pituitary agenesis	neurohypophysis agenesis
hp:0011757	posterior pituitary hypoplasia	posterior pituitary hypoplasia
hp:0011757	posterior pituitary hypoplasia	neurohypophysis hypoplasia
hp:0011758	pituitary acidophilic stem cell adenoma	pituitary acidophilic stem cell adenoma
hp:0011759	pituitary gonadotropic cell adenoma	pituitary gonadotropic cell adenoma
hp:0011759	pituitary gonadotropic cell adenoma	pituitary gonadotropinoma
hp:0011760	pituitary growth hormone cell adenoma	pituitary growth hormone cell adenoma
hp:0011760	pituitary growth hormone cell adenoma	pituitary somatotropinoma
hp:0011761	pituitary null cell adenoma	pituitary null cell adenoma
hp:0011761	pituitary null cell adenoma	clinically silent pituitary adenoma
hp:0011761	pituitary null cell adenoma	hormonally silent pituitary adenoma
hp:0011761	pituitary null cell adenoma	non-functional pituitary adenoma
hp:0011761	pituitary null cell adenoma	silent pituitary adenoma
hp:0011762	pituitary thyrotropic cell adenoma	pituitary thyrotropic cell adenoma
hp:0011762	pituitary thyrotropic cell adenoma	pituitary thyrotropinoma
hp:0011763	pituitary carcinoma	pituitary carcinoma
hp:0011764	pituitary spindle cell oncocytoma	pituitary spindle cell oncocytoma
hp:0011765	obsolete ectopic anterior pituitary	obsolete ectopic anterior pituitary
hp:0011766	abnormality of the parathyroid morphology	abnormality of the parathyroid morphology
hp:0011767	abnormality of the parathyroid physiology	abnormality of the parathyroid physiology
hp:0011767	abnormality of the parathyroid physiology	parathyroid dysfunction
hp:0011768	parathyroid dysgenesis	parathyroid dysgenesis
hp:0011769	ectopic parathyroid	ectopic parathyroid
hp:0011770	tertiary hyperparathyroidism	tertiary hyperparathyroidism
hp:0011771	autoimmune hypoparathyroidism	autoimmune hypoparathyroidism
hp:0011772	abnormality of thyroid morphology	abnormality of thyroid morphology
hp:0011772	abnormality of thyroid morphology	abnormal shape of thyroid gland
hp:0011773	uninodular goiter	uninodular goiter
hp:0011774	thyroid follicular adenoma	thyroid follicular adenoma
hp:0011775	thyroid macrofollicular adenoma	thyroid macrofollicular adenoma
hp:0011776	thyroid microfollicular adenoma	thyroid microfollicular adenoma
hp:0011777	thyroid papillary adenoma	thyroid papillary adenoma
hp:0011778	thyroid atypical adenoma	thyroid atypical adenoma
hp:0011779	anaplastic thyroid carcinoma	anaplastic thyroid carcinoma
hp:0011780	thyroid hemiagenesis	thyroid hemiagenesis
hp:0011781	thyroid c cell hyperplasia	thyroid c cell hyperplasia
hp:0011782	thyroid crisis	thyroid crisis
hp:0011783	thyrotoxicosis from ectopic thyroid tissue	thyrotoxicosis from ectopic thyroid tissue
hp:0011784	thyrotoxicosis with diffuse goiter	thyrotoxicosis with diffuse goiter
hp:0011784	thyrotoxicosis with diffuse goiter	thyrotoxicosis with diffuse goitre
hp:0011785	thyrotoxicosis with toxic multinodular goitre	thyrotoxicosis with toxic multinodular goitre
hp:0011786	thyrotoxicosis with toxic single thyroid nodule	thyrotoxicosis with toxic single thyroid nodule
hp:0011787	central hypothyroidism	central hypothyroidism
hp:0011788	increased serum free triiodothyronine	increased serum free triiodothyronine
hp:0011788	increased serum free triiodothyronine	increased serum ft3
hp:0011789	thyroid-stimulating hormone receptor defect	thyroid-stimulating hormone receptor defect
hp:0011789	thyroid-stimulating hormone receptor defect	tshr defect
hp:0011790	activating thyroid-stimulating hormone receptor defect	activating thyroid-stimulating hormone receptor defect
hp:0011790	activating thyroid-stimulating hormone receptor defect	activating tshr defect
hp:0011791	inactivating thyroid-stimulating hormone receptor defect	inactivating thyroid-stimulating hormone receptor defect
hp:0011791	inactivating thyroid-stimulating hormone receptor defect	inactivating tshr defect
hp:0011792	neoplasm by histology	neoplasm by histology
hp:0011793	neoplasm by anatomical site	neoplasm by anatomical site
hp:0011794	embryonal renal neoplasm	embryonal renal neoplasm
hp:0011795	intralobar nephroblastomatosis	intralobar nephroblastomatosis
hp:0011795	intralobar nephroblastomatosis	intralobar nephrogenic rests
hp:0011796	perilobar nephroblastomatosis	perilobar nephroblastomatosis
hp:0011796	perilobar nephroblastomatosis	perilobar nephrogenic rests
hp:0011797	papillary renal cell carcinoma type 1	papillary renal cell carcinoma type 1
hp:0011798	renal oncocytoma	renal oncocytoma
hp:0011799	abnormality of facial soft tissue	abnormality of facial soft tissue
hp:0011799	abnormality of facial soft tissue	abnormality of facial soft tissue
hp:0011799	abnormality of facial soft tissue	anomaly of facial soft tissue
hp:0011800	midface retrusion	midface retrusion
hp:0011800	midface retrusion	hypoplasia of midface
hp:0011800	midface retrusion	midface retrusion
hp:0011800	midface retrusion	flat midface
hp:0011800	midface retrusion	midface deficiency
hp:0011800	midface retrusion	underdevelopment of midface
hp:0011800	midface retrusion	midface hypoplasia
hp:0011800	midface retrusion	decreased size of midface
hp:0011800	midface retrusion	midface, flat
hp:0011800	midface retrusion	retrusive midface
hp:0011801	enlargement of parotid gland	enlargement of parotid gland
hp:0011801	enlargement of parotid gland	hyperplasia of parotid gland
hp:0011801	enlargement of parotid gland	increased size of parotid gland
hp:0011802	hamartoma of tongue	hamartoma of tongue
hp:0011802	hamartoma of tongue	lingual hamartoma
hp:0011803	bifid nose	bifid nose
hp:0011803	bifid nose	indentation or clefting of the nose
hp:0011803	bifid nose	bifid nasal bridge
hp:0011804	abnormality of muscle physiology	abnormality of muscle physiology
hp:0011804	abnormality of muscle physiology	issue with muscle function
hp:0011805	abnormal muscle morphology	abnormal muscle morphology
hp:0011805	abnormal muscle morphology	issue with muscle structure
hp:0011805	abnormal muscle morphology	abnormality of muscle morphology
hp:0011805	abnormal muscle morphology	abnormally shaped muscle
hp:0011807	type 1 muscle fiber atrophy	type 1 muscle fiber atrophy
hp:0011808	decreased patellar reflex	decreased patellar reflex
hp:0011808	decreased patellar reflex	decreased patellar reflexes
hp:0011808	decreased patellar reflex	decreased knee jerk reflex
hp:0011809	paradoxical myotonia	paradoxical myotonia
hp:0011810	impaired two-point discrimination	impaired two-point discrimination
hp:0011811	impaired touch localization	impaired touch localization
hp:0011811	impaired touch localization	impaired touch localisation
hp:0011811	impaired touch localization	impaired topognosis
hp:0011812	agraphesthesia	agraphesthesia
hp:0011813	increased cerebral lipofuscin	increased cerebral lipofuscin
hp:0011814	increased urinary hypoxanthine	increased urinary hypoxanthine
hp:0011815	cephalocele	cephalocele
hp:0011816	parietal encephalocele	parietal encephalocele
hp:0011817	basal encephalocele	basal encephalocele
hp:0011818	nasofrontal encephalocele	nasofrontal encephalocele
