orpha:10	48,xxyy syndrome	48,xxyy syndrome
orpha:83595	colorado tick fever	colorado tick fever
orpha:83595	colorado tick fever	american mountain fever
orpha:83595	colorado tick fever	colorado tick encephalitis
orpha:83595	colorado tick fever	colorado tick-borne disease
orpha:83595	colorado tick fever	mountain fever
orpha:83595	colorado tick fever	mountain tick fever
orpha:83597	acute disseminated encephalomyelitis	acute disseminated encephalomyelitis
orpha:83597	acute disseminated encephalomyelitis	adem
orpha:83597	acute disseminated encephalomyelitis	acute disseminated encephalitis
orpha:83600	encephalitis lethargica	encephalitis lethargica
orpha:83600	encephalitis lethargica	von economo encephalitis
orpha:83601	steroid-responsive encephalopathy associated with autoimmune thyroiditis	steroid-responsive encephalopathy associated with autoimmune thyroiditis
orpha:83601	steroid-responsive encephalopathy associated with autoimmune thyroiditis	hashimoto encephalitis
orpha:83601	steroid-responsive encephalopathy associated with autoimmune thyroiditis	sreat
orpha:83616	rubella panencephalitis	rubella panencephalitis
orpha:83617	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
orpha:83619	macrostomia-preauricular tags-external ophthalmoplegia syndrome	macrostomia-preauricular tags-external ophthalmoplegia syndrome
orpha:83620	enteric anendocrinosis	enteric anendocrinosis
orpha:83620	enteric anendocrinosis	congenital malabsorptive diarrhea due to paucity of enteroendocrine cells
orpha:83628	lumbar syndrome	lumbar syndrome
orpha:83628	lumbar syndrome	lower body hemangioma-urogenital anomalies-myelopathy-bony deformities-anorectal and arterial malformations-renal anomalies syndrome
orpha:83629	leukoencephalopathy-metaphyseal chondrodysplasia syndrome	leukoencephalopathy-metaphyseal chondrodysplasia syndrome
orpha:83639	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency
orpha:83639	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	congenital disorder of glycosylation due to pigm deficiency
orpha:83639	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	pigm-cdg
orpha:83642	microcytic anemia with liver iron overload	microcytic anemia with liver iron overload
orpha:83648	x-linked recessive intellectual disability-macrocephaly-ciliary dysfunction syndrome	x-linked recessive intellectual disability-macrocephaly-ciliary dysfunction syndrome
orpha:838	susac syndrome	susac syndrome
orpha:838	susac syndrome	red-m
orpha:838	susac syndrome	retinocochleocerebral vasculopathy
orpha:838	susac syndrome	retinopathy-encephalopathy-deafness associated with microangiopathy
orpha:838	susac syndrome	sicret syndrome
orpha:838	susac syndrome	small infarctions of cochlear, retinal and encephalic tissue
orpha:839	congenital nephrotic syndrome, finnish type	congenital nephrotic syndrome, finnish type
orpha:839	congenital nephrotic syndrome, finnish type	finnish congenital nephrosis
orpha:84	fanconi anemia	fanconi anemia
orpha:84	fanconi anemia	fanconi pancytopenia
orpha:840	syringocystadenoma papilliferum	syringocystadenoma papilliferum
orpha:840	syringocystadenoma papilliferum	fistulous vegetative verrucous hydradenoma
orpha:840	syringocystadenoma papilliferum	naevus syringocystadenomatosus papilliferus
orpha:840	syringocystadenoma papilliferum	scap
orpha:840	syringocystadenoma papilliferum	syringadenoma papilliferum
orpha:84064	syndromic diarrhea	syndromic diarrhea
orpha:84064	syndromic diarrhea	phenotypic diarrhea
orpha:84064	syndromic diarrhea	sd/the
orpha:84064	syndromic diarrhea	syndromic diarrhea/tricho-hepato-enteric syndrome
orpha:84064	syndromic diarrhea	tricho-hepato-enteric syndrome
orpha:84064	syndromic diarrhea	trichohepatoenteric syndrome
orpha:84065	idiopathic malabsorption due to bile acid synthesis defects	idiopathic malabsorption due to bile acid synthesis defects
orpha:84065	idiopathic malabsorption due to bile acid synthesis defects	idiopathic bile acid malabsorption
orpha:84081	senior-boichis syndrome	senior-boichis syndrome
orpha:84081	senior-boichis syndrome	boichis disease
orpha:84081	senior-boichis syndrome	nephronophthisis-hepatic fibrosis syndrome
orpha:84085	hinman syndrome	hinman syndrome
orpha:84085	hinman syndrome	has
orpha:84085	hinman syndrome	hs
orpha:84085	hinman syndrome	hinman-allen syndrome
orpha:84085	hinman syndrome	non-neurogenic neurogenic bladder
orpha:84085	hinman syndrome	occult neuropathic bladder
orpha:84087	collagen type iii glomerulopathy	collagen type iii glomerulopathy
orpha:84087	collagen type iii glomerulopathy	collagenofibrotic glomerulopathy
orpha:84090	fibronectin glomerulopathy	fibronectin glomerulopathy
orpha:84090	fibronectin glomerulopathy	gfnd
orpha:84090	fibronectin glomerulopathy	glomerulopathy with fibronectin deposits
orpha:84093	hereditary thermosensitive neuropathy	hereditary thermosensitive neuropathy
orpha:841	sebocystomatosis	sebocystomatosis
orpha:841	sebocystomatosis	steatocystoma multiplex
orpha:84132	desmin-related myopathy with mallory body-like inclusions	desmin-related myopathy with mallory body-like inclusions
orpha:84132	desmin-related myopathy with mallory body-like inclusions	early-onset desmin-related myopathy
orpha:84142	isaac syndrome	isaac syndrome
orpha:84142	isaac syndrome	acquired neuromyotonia
orpha:84142	isaac syndrome	continuous muscle fiber activity syndrome
orpha:84142	isaac syndrome	isaac-mertens syndrome
orpha:84142	isaac syndrome	peripheral nerve hyperexcitability
orpha:84142	isaac syndrome	quantal squander syndrome
orpha:842	testicular seminomatous germ cell tumor	testicular seminomatous germ cell tumor
orpha:842	testicular seminomatous germ cell tumor	seminoma of testis
orpha:842	testicular seminomatous germ cell tumor	seminomatous germ cell tumor of testis
orpha:842	testicular seminomatous germ cell tumor	testicular seminoma
orpha:84271	sporadic idiopathic steroid-resistant nephrotic syndrome	sporadic idiopathic steroid-resistant nephrotic syndrome
orpha:84271	sporadic idiopathic steroid-resistant nephrotic syndrome	sporadic idiopathic nephrosis
orpha:844	lown-ganong-levine syndrome	lown-ganong-levine syndrome
orpha:844	lown-ganong-levine syndrome	atrial tachyarrhythmia with short pr interval
orpha:844	lown-ganong-levine syndrome	lgl syndrome
orpha:845	tay-sachs disease	tay-sachs disease
orpha:845	tay-sachs disease	gm2 gangliosidosis, b, b1 variant
orpha:845	tay-sachs disease	hexosaminidase a deficiency
orpha:846	alpha-thalassemia	alpha-thalassemia
orpha:847	alpha-thalassemia-x-linked intellectual disability syndrome	alpha-thalassemia-x-linked intellectual disability syndrome
orpha:847	alpha-thalassemia-x-linked intellectual disability syndrome	atr-x syndrome
orpha:848	beta-thalassemia	beta-thalassemia
orpha:849	glanzmann thrombasthenia	glanzmann thrombasthenia
orpha:85	congenital dyserythropoietic anemia	congenital dyserythropoietic anemia
orpha:85	congenital dyserythropoietic anemia	cda
orpha:851	paris-trousseau thrombocytopenia	paris-trousseau thrombocytopenia
orpha:85102	perineurioma	perineurioma
orpha:85110	familial encephalopathy with neuroserpin inclusion bodies	familial encephalopathy with neuroserpin inclusion bodies
orpha:85110	familial encephalopathy with neuroserpin inclusion bodies	fenib
orpha:85112	palmoplantar keratoderma-xx sex reversal-predisposition to squamous cell carcinoma syndrome	palmoplantar keratoderma-xx sex reversal-predisposition to squamous cell carcinoma syndrome
orpha:85112	palmoplantar keratoderma-xx sex reversal-predisposition to squamous cell carcinoma syndrome	palmoplantar hyperkeratosis-xx sex reversal-predisposition to squamous cell carcinoma syndrome
orpha:85128	bothnia retinal dystrophy	bothnia retinal dystrophy
orpha:85128	bothnia retinal dystrophy	västerbotten dystrophy
orpha:85136	cystic leukoencephalopathy without megalencephaly	cystic leukoencephalopathy without megalencephaly
orpha:85136	cystic leukoencephalopathy without megalencephaly	clwm
orpha:85138	addison disease	addison disease
orpha:85138	addison disease	autoimmune addison disease
orpha:85138	addison disease	autoimmune adrenalitis
orpha:85138	addison disease	classic addison's disease
orpha:85138	addison disease	primary addison's disease
orpha:85146	neurogenic scapuloperoneal syndrome, kaeser type	neurogenic scapuloperoneal syndrome, kaeser type
orpha:85146	neurogenic scapuloperoneal syndrome, kaeser type	kaeser syndrome
orpha:85146	neurogenic scapuloperoneal syndrome, kaeser type	stark-kaeser syndrome
orpha:85162	facial onset sensory and motor neuronopathy	facial onset sensory and motor neuronopathy
orpha:85162	facial onset sensory and motor neuronopathy	fosmn syndrome
orpha:85163	hypomyelination-congenital cataract syndrome	hypomyelination-congenital cataract syndrome
orpha:85164	camptodactyly-tall stature-scoliosis-hearing loss syndrome	camptodactyly-tall stature-scoliosis-hearing loss syndrome
orpha:85164	camptodactyly-tall stature-scoliosis-hearing loss syndrome	catshl syndrome
orpha:85165	severe achondroplasia-developmental delay-acanthosis nigricans syndrome	severe achondroplasia-developmental delay-acanthosis nigricans syndrome
orpha:85165	severe achondroplasia-developmental delay-acanthosis nigricans syndrome	saddan
orpha:85166	platyspondylic dysplasia, torrance type	platyspondylic dysplasia, torrance type
orpha:85166	platyspondylic dysplasia, torrance type	plsd-t
orpha:85166	platyspondylic dysplasia, torrance type	platyspondylic dysplasia, torrance-luton type
orpha:85166	platyspondylic dysplasia, torrance type	platyspondylic lethal skeletal dysplasia, torrance type
orpha:85167	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
orpha:85167	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	smd-crd
orpha:85168	craniofacial conodysplasia	craniofacial conodysplasia
orpha:85169	familial digital arthropathy-brachydactyly	familial digital arthropathy-brachydactyly
orpha:85170	mesomelic dysplasia, savarirayan type	mesomelic dysplasia, savarirayan type
orpha:85170	mesomelic dysplasia, savarirayan type	mesomelic dysplasia with absent fibulas and triangular tibias
orpha:85170	mesomelic dysplasia, savarirayan type	triangular tibia-fibular aplasia syndrome
orpha:85172	microcephalic osteodysplastic dysplasia, saul-wilson type	microcephalic osteodysplastic dysplasia, saul-wilson type
orpha:85173	image syndrome	image syndrome
orpha:85173	image syndrome	intrauterine growth retardation-metaphyseal dysplasia-adrenal hypoplasia congenita-genital anomalies syndrome
orpha:85174	pseudodiastrophic dysplasia	pseudodiastrophic dysplasia
orpha:85175	astley-kendall dysplasia	astley-kendall dysplasia
orpha:85179	infantile osteopetrosis with neuroaxonal dysplasia	infantile osteopetrosis with neuroaxonal dysplasia
orpha:85182	diaphyseal medullary stenosis-bone malignancy syndrome	diaphyseal medullary stenosis-bone malignancy syndrome
orpha:85182	diaphyseal medullary stenosis-bone malignancy syndrome	bone dysplasia-medullary fibrosarcoma syndrome
orpha:85182	diaphyseal medullary stenosis-bone malignancy syndrome	diaphyseal medullary stenosis-malignant fibrous histiocytoma syndrome
orpha:85182	diaphyseal medullary stenosis-bone malignancy syndrome	hardcastle syndrome
orpha:85184	craniometadiaphyseal dysplasia, wormian bone type	craniometadiaphyseal dysplasia, wormian bone type
orpha:85186	endosteal sclerosis-cerebellar hypoplasia syndrome	endosteal sclerosis-cerebellar hypoplasia syndrome
orpha:85188	metaphyseal dysplasia, braun-tinschert type	metaphyseal dysplasia, braun-tinschert type
orpha:85191	singleton-merten dysplasia	singleton-merten dysplasia
orpha:85191	singleton-merten dysplasia	singleton-merten syndrome
orpha:85192	calvarial doughnut lesions-bone fragility syndrome	calvarial doughnut lesions-bone fragility syndrome
orpha:85192	calvarial doughnut lesions-bone fragility syndrome	familial doughnut lesions of skull
orpha:85193	idiopathic juvenile osteoporosis	idiopathic juvenile osteoporosis
orpha:85193	idiopathic juvenile osteoporosis	ijo
orpha:85193	idiopathic juvenile osteoporosis	juvenile osteoporosis
orpha:85194	spondylo-ocular syndrome	spondylo-ocular syndrome
orpha:85195	familial expansile osteolysis	familial expansile osteolysis
orpha:85195	familial expansile osteolysis	hereditary expansile polyostotic osteolytic dysplasia
orpha:85195	familial expansile osteolysis	mccabe disease
orpha:85196	nodulosis-arthropathy-osteolysis syndrome	nodulosis-arthropathy-osteolysis syndrome
orpha:85196	nodulosis-arthropathy-osteolysis syndrome	multicentric osteolysis-nodulosis-arthropathy syndrome
orpha:85196	nodulosis-arthropathy-osteolysis syndrome	nao syndrome
orpha:85197	genochondromatosis type 1	genochondromatosis type 1
orpha:85198	dysspondyloenchondromatosis	dysspondyloenchondromatosis
orpha:85199	craniosynostosis-anal anomalies-porokeratosis syndrome	craniosynostosis-anal anomalies-porokeratosis syndrome
orpha:85199	craniosynostosis-anal anomalies-porokeratosis syndrome	cap syndrome
orpha:85199	craniosynostosis-anal anomalies-porokeratosis syndrome	cdags syndrome
orpha:852	x-linked thrombocytopenia with normal platelets	x-linked thrombocytopenia with normal platelets
orpha:85200	ischio-vertebral syndrome	ischio-vertebral syndrome
orpha:85200	ischio-vertebral syndrome	ischio-spinal dysostosis
orpha:85200	ischio-vertebral syndrome	ischio-vertebral dysplasia
orpha:85201	genitopatellar syndrome	genitopatellar syndrome
orpha:85201	genitopatellar syndrome	absent patellae-scrotal hypoplasia-renal anomalies-facial dysmorphism-intellectual disability syndrome
orpha:85202	keutel syndrome	keutel syndrome
orpha:85202	keutel syndrome	pulmonic stenosis-brachytelephalangism-calcification of cartilages syndrome
orpha:85203	acropectoral syndrome	acropectoral syndrome
orpha:85203	acropectoral syndrome	acrp syndrome
orpha:85203	acropectoral syndrome	syndactyly-preaxial polydactyly-sternal deformity syndrome
orpha:85212	fetal gaucher disease	fetal gaucher disease
orpha:85212	fetal gaucher disease	perinatal lethal gaucher disease
orpha:85273	x-linked intellectual disability, abidi type	x-linked intellectual disability, abidi type
orpha:85274	syndromic x-linked intellectual disability 7	syndromic x-linked intellectual disability 7
orpha:85274	syndromic x-linked intellectual disability 7	mrxs7
orpha:85274	syndromic x-linked intellectual disability 7	x-linked intellectual disability, ahmad type
orpha:85275	microphthalmia-ankyloblepharon-intellectual disability syndrome	microphthalmia-ankyloblepharon-intellectual disability syndrome
orpha:85275	microphthalmia-ankyloblepharon-intellectual disability syndrome	mcops4
orpha:85275	microphthalmia-ankyloblepharon-intellectual disability syndrome	syndromic microphthalmia type 4
orpha:85276	x-linked intellectual disability, armfield type	x-linked intellectual disability, armfield type
orpha:85276	x-linked intellectual disability, armfield type	armfield syndrome
orpha:85277	x-linked intellectual disability, cantagrel type	x-linked intellectual disability, cantagrel type
orpha:85278	christianson syndrome	christianson syndrome
orpha:85278	christianson syndrome	x-linked angelman-like syndrome
orpha:85278	christianson syndrome	x-linked intellectual disability, south african type
orpha:85278	christianson syndrome	x-linked intellectual disability-craniofacial dysmorphism-epilepsy-ophthalmoplegia-cerebellar atrophy syndrome
orpha:85279	syndromic x-linked intellectual disability due to jarid1c mutation	syndromic x-linked intellectual disability due to jarid1c mutation
orpha:85280	x-linked intellectual disability-cubitus valgus-dysmorphism syndrome	x-linked intellectual disability-cubitus valgus-dysmorphism syndrome
orpha:85282	mehmo syndrome	mehmo syndrome
orpha:85282	mehmo syndrome	x-linked intellectual disability-epileptic seizures-hypogenitalism-microcephaly-obesity syndrome
orpha:85283	x-linked intellectual disability, miles-carpenter type	x-linked intellectual disability, miles-carpenter type
orpha:85284	bresek syndrome	bresek syndrome
orpha:85284	bresek syndrome	bresheck syndrome
orpha:85285	x-linked intellectual disability, schimke type	x-linked intellectual disability, schimke type
orpha:85286	x-linked intellectual disability, shashi type	x-linked intellectual disability, shashi type
orpha:85286	x-linked intellectual disability, shashi type	syndromic x-linked intellectual disability type 11
orpha:85287	x-linked intellectual disability, siderius type	x-linked intellectual disability, siderius type
orpha:85288	x-linked intellectual disability, stocco dos santos type	x-linked intellectual disability, stocco dos santos type
orpha:85290	x-linked intellectual disability, wilson type	x-linked intellectual disability, wilson type
orpha:85292	x-linked spinocerebellar ataxia type 4	x-linked spinocerebellar ataxia type 4
orpha:85292	x-linked spinocerebellar ataxia type 4	scax4
orpha:85292	x-linked spinocerebellar ataxia type 4	x-linked ataxia-dementia syndrome
orpha:85293	x-linked intellectual disability, cabezas type	x-linked intellectual disability, cabezas type
orpha:85293	x-linked intellectual disability, cabezas type	cabezas syndrome
orpha:85294	x-linked epilepsy-learning disabilities-behavior disorders syndrome	x-linked epilepsy-learning disabilities-behavior disorders syndrome
orpha:85295	hsd10 disease, atypical type	hsd10 disease, atypical type
orpha:85295	hsd10 disease, atypical type	hsd10 deficiency, atypical type
orpha:85295	hsd10 disease, atypical type	syndromic x-linked intellectual disability type 10
orpha:85295	hsd10 disease, atypical type	x-linked intellectual disability-choreoathetosis-abnormal behavior syndrome
orpha:85297	x-linked spinocerebellar ataxia type 3	x-linked spinocerebellar ataxia type 3
orpha:85297	x-linked spinocerebellar ataxia type 3	scax3
orpha:85297	x-linked spinocerebellar ataxia type 3	x-linked ataxia-deafness syndrome
orpha:853	fetal and neonatal alloimmune thrombocytopenia	fetal and neonatal alloimmune thrombocytopenia
orpha:853	fetal and neonatal alloimmune thrombocytopenia	nait
orpha:85317	x-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	x-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome
orpha:85318	x-linked intellectual disability-precocious puberty-obesity syndrome	x-linked intellectual disability-precocious puberty-obesity syndrome
orpha:85319	x-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	x-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome
orpha:85320	x-linked intellectual disability-macrocephaly-macroorchidism syndrome	x-linked intellectual disability-macrocephaly-macroorchidism syndrome
orpha:85320	x-linked intellectual disability-macrocephaly-macroorchidism syndrome	johnson syndrome
orpha:85321	deafness-intellectual disability syndrome, martin-probst type	deafness-intellectual disability syndrome, martin-probst type
orpha:85321	deafness-intellectual disability syndrome, martin-probst type	martin-probst syndrome
orpha:85321	deafness-intellectual disability syndrome, martin-probst type	x-linked deafness-intellectual disability syndrome syndrome
orpha:85322	x-linked intellectual disability, pai type	x-linked intellectual disability, pai type
orpha:85323	x-linked intellectual disability, seemanova type	x-linked intellectual disability, seemanova type
orpha:85324	x-linked intellectual disability, shrimpton type	x-linked intellectual disability, shrimpton type
orpha:85324	x-linked intellectual disability, shrimpton type	mrxs9
orpha:85325	x-linked intellectual disability, stevenson type	x-linked intellectual disability, stevenson type
orpha:85326	x-linked intellectual disability, stoll type	x-linked intellectual disability, stoll type
orpha:85327	x-linked intellectual disability-acromegaly-hyperactivity syndrome	x-linked intellectual disability-acromegaly-hyperactivity syndrome
orpha:85328	x-linked intellectual disability, turner type	x-linked intellectual disability, turner type
orpha:85329	x-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	x-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome
orpha:85330	x-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	x-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome
orpha:85332	x-linked intellectual disability-retinitis pigmentosa syndrome	x-linked intellectual disability-retinitis pigmentosa syndrome
orpha:85332	x-linked intellectual disability-retinitis pigmentosa syndrome	aldred syndrome
orpha:85332	x-linked intellectual disability-retinitis pigmentosa syndrome	retinitis pigmentosa and intellectual disability due to xp11.3 microdeletion
orpha:85332	x-linked intellectual disability-retinitis pigmentosa syndrome	retinitis pigmentosa and intellectual disability due to del(x)(p11.3)
orpha:85332	x-linked intellectual disability-retinitis pigmentosa syndrome	retinitis pigmentosa and intellectual disability due to monosomy xp11.3
orpha:85334	x-linked neurodegenerative syndrome, bertini type	x-linked neurodegenerative syndrome, bertini type
orpha:85335	fried syndrome	fried syndrome
orpha:85336	x-linked neurodegenerative syndrome, hamel type	x-linked neurodegenerative syndrome, hamel type
orpha:85338	x-linked intellectual disability-ataxia-apraxia syndrome	x-linked intellectual disability-ataxia-apraxia syndrome
orpha:854	primitive portal vein thrombosis	primitive portal vein thrombosis
orpha:854	primitive portal vein thrombosis	non-cirrhotic portal vein thrombosis
orpha:85408	rheumatoid factor-negative juvenile idiopathic arthritis	rheumatoid factor-negative juvenile idiopathic arthritis
orpha:85408	rheumatoid factor-negative juvenile idiopathic arthritis	juvenile rheumatoid factor-negative polyarthritis
orpha:85408	rheumatoid factor-negative juvenile idiopathic arthritis	polyarthritis without rheumatoid factor
orpha:85408	rheumatoid factor-negative juvenile idiopathic arthritis	rheumatoid factor-negative jia
orpha:85410	oligoarticular juvenile idiopathic arthritis	oligoarticular juvenile idiopathic arthritis
orpha:85410	oligoarticular juvenile idiopathic arthritis	oligoarticular jia
orpha:85410	oligoarticular juvenile idiopathic arthritis	pauciarticular chronic arthritis
orpha:85414	systemic-onset juvenile idiopathic arthritis	systemic-onset juvenile idiopathic arthritis
orpha:85414	systemic-onset juvenile idiopathic arthritis	still disease
orpha:85414	systemic-onset juvenile idiopathic arthritis	systemic polyarthritis
orpha:85414	systemic-onset juvenile idiopathic arthritis	systemic-onset jia
orpha:85435	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis
orpha:85435	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	juvenile idiopathic rheumatoid factor-positive polyarthritis
orpha:85435	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	polyarthritis with rheumatoid factor
orpha:85435	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	rheumatoid factor-positive polyarticular jia
orpha:85436	psoriasis-related juvenile idiopathic arthritis	psoriasis-related juvenile idiopathic arthritis
orpha:85436	psoriasis-related juvenile idiopathic arthritis	juvenile psoriatic arthritis
orpha:85436	psoriasis-related juvenile idiopathic arthritis	psoriasis-related jia
orpha:85438	enthesitis-related juvenile idiopathic arthritis	enthesitis-related juvenile idiopathic arthritis
orpha:85438	enthesitis-related juvenile idiopathic arthritis	era
orpha:85438	enthesitis-related juvenile idiopathic arthritis	enthesitis-related jia
orpha:85442	short stature-pituitary and cerebellar defects-small sella turcica syndrome	short stature-pituitary and cerebellar defects-small sella turcica syndrome
orpha:85443	al amyloidosis	al amyloidosis
orpha:85443	al amyloidosis	light-chain amyloidosis
orpha:85443	al amyloidosis	primary amyloidosis
orpha:85445	aa amyloidosis	aa amyloidosis
orpha:85445	aa amyloidosis	inflammatory amyloidosis
orpha:85445	aa amyloidosis	reactive amyloidosis
orpha:85445	aa amyloidosis	secondary amyloidosis
orpha:85446	wild type abeta2m amyloidosis	wild type abeta2m amyloidosis
orpha:85446	wild type abeta2m amyloidosis	abeta2mwt amyloidosis
orpha:85446	wild type abeta2m amyloidosis	dialysis-related amyloidosis
orpha:85446	wild type abeta2m amyloidosis	dialysis-related arthropathy
orpha:85446	wild type abeta2m amyloidosis	wild type abeta2-microglobulinic amyloidosis
orpha:85447	attrv30m amyloidosis	attrv30m amyloidosis
orpha:85447	attrv30m amyloidosis	attrv30m-related amyloidosis
orpha:85447	attrv30m amyloidosis	familial amyloid polyneuropathy type i
orpha:85447	attrv30m amyloidosis	familial amyloid polyneuropathy, portuguese-swedish-japanese type
orpha:85447	attrv30m amyloidosis	ttr amyloid neuropathy
orpha:85447	attrv30m amyloidosis	transthyretin amyloid neuropathy
orpha:85447	attrv30m amyloidosis	transthyretin amyloid polyneuropathy
orpha:85448	agel amyloidosis	agel amyloidosis
orpha:85448	agel amyloidosis	familial amyloid polyneuropathy type iv
orpha:85448	agel amyloidosis	familial amyloidosis, finnish type
orpha:85448	agel amyloidosis	gelsolin amyloidosis
orpha:85448	agel amyloidosis	hereditary amyloidosis, finnish type
orpha:85450	hereditary amyloidosis with primary renal involement	hereditary amyloidosis with primary renal involement
orpha:85450	hereditary amyloidosis with primary renal involement	amyloidosis, ostertag type
orpha:85450	hereditary amyloidosis with primary renal involement	familial amyloid nephropathy
orpha:85450	hereditary amyloidosis with primary renal involement	familial renal amyloidosis
orpha:85450	hereditary amyloidosis with primary renal involement	hereditary amyloid nephropathy
orpha:85450	hereditary amyloidosis with primary renal involement	hereditary renal amyloidosis
orpha:85451	attrv122i amyloidosis	attrv122i amyloidosis
orpha:85451	attrv122i amyloidosis	attr cardiomyopathy
orpha:85451	attrv122i amyloidosis	attrv122i-related  amyloidosis
orpha:85451	attrv122i amyloidosis	ttr-related amyloid cardiomyopathy
orpha:85451	attrv122i amyloidosis	ttr-related cardiac amyloidosis
orpha:85451	attrv122i amyloidosis	transthyretin amyloid cardiopathy
orpha:85451	attrv122i amyloidosis	transthyretin-related familial amyloid cardiomyopathy
orpha:85453	x-linked reticulate pigmentary disorder	x-linked reticulate pigmentary disorder
orpha:85453	x-linked reticulate pigmentary disorder	familial cutaneous amyloidosis
orpha:85453	x-linked reticulate pigmentary disorder	pdr
orpha:85453	x-linked reticulate pigmentary disorder	partington disease
orpha:85453	x-linked reticulate pigmentary disorder	x-linked cutaneous amyloidosis
orpha:85453	x-linked reticulate pigmentary disorder	xlpdr
orpha:85458	hereditary cerebral hemorrhage with amyloidosis	hereditary cerebral hemorrhage with amyloidosis
orpha:85458	hereditary cerebral hemorrhage with amyloidosis	hchwa
orpha:857	townes-brocks syndrome	townes-brocks syndrome
orpha:857	townes-brocks syndrome	imperforate anus with hand, foot and ear anomalies
orpha:857	townes-brocks syndrome	rear syndrome
orpha:857	townes-brocks syndrome	renal-ear-anal-radial syndrome
orpha:857	townes-brocks syndrome	sensorineural deafness with imperforate anus and hypoplastic thumbs
orpha:857	townes-brocks syndrome	tbs
orpha:857	townes-brocks syndrome	townes syndrome
orpha:858	congenital toxoplasmosis	congenital toxoplasmosis
orpha:858	congenital toxoplasmosis	mother-to-child transmission of toxoplasmosis
orpha:858	congenital toxoplasmosis	toxoplasma embryofetopathy
orpha:858	congenital toxoplasmosis	toxoplasma embryopathy
orpha:859	transcobalamin deficiency	transcobalamin deficiency
orpha:859	transcobalamin deficiency	inherited deficiency of transcobalamin
orpha:859	transcobalamin deficiency	transcobalamin ii deficiency
orpha:86	familial abdominal aortic aneurysm	familial abdominal aortic aneurysm
orpha:860	congenitally uncorrected transposition of the great arteries	congenitally uncorrected transposition of the great arteries
orpha:860	congenitally uncorrected transposition of the great arteries	congenitally uncorrected transposition of the great vessels
orpha:860	congenitally uncorrected transposition of the great arteries	isolated ventriculoarterial discordance
orpha:860	congenitally uncorrected transposition of the great arteries	ventriculoarterial discordance with atrioventricular concordance
orpha:861	treacher-collins syndrome	treacher-collins syndrome
orpha:861	treacher-collins syndrome	franceschetti-klein syndrome
orpha:861	treacher-collins syndrome	mandibulofacial dysostosis without limb anomalies
orpha:863	trichinellosis	trichinellosis
orpha:863	trichinellosis	trichinosis
orpha:86309	dpagt1-cdg	dpagt1-cdg
orpha:86309	dpagt1-cdg	cdg syndrome type ij
orpha:86309	dpagt1-cdg	cdg-ij
orpha:86309	dpagt1-cdg	cdg1j
orpha:86309	dpagt1-cdg	carbohydrate deficient glycoprotein syndrome type ij
orpha:86309	dpagt1-cdg	congenital disorder of glycosylation type 1j
orpha:86309	dpagt1-cdg	congenital disorder of glycosylation type ij
orpha:86309	dpagt1-cdg	dolichyl-phosphate n-acetylgalactosamine phosphotransferase deficiency
orpha:864	trichofolliculoma	trichofolliculoma
orpha:867	familial multiple trichoepithelioma	familial multiple trichoepithelioma
orpha:86788	x-linked severe congenital neutropenia	x-linked severe congenital neutropenia
orpha:86789	patella aplasia/hypoplasia	patella aplasia/hypoplasia
orpha:86789	patella aplasia/hypoplasia	ptlah
orpha:86795	localized lichen myxedematosus	localized lichen myxedematosus
orpha:86795	localized lichen myxedematosus	papular mucinosis
orpha:86797	atypical lichen myxedematosus	atypical lichen myxedematosus
orpha:86797	atypical lichen myxedematosus	intermediate lichen myxedematosus
orpha:868	triose phosphate-isomerase deficiency	triose phosphate-isomerase deficiency
orpha:86812	autosomal recessive limb-girdle muscular dystrophy type 2k	autosomal recessive limb-girdle muscular dystrophy type 2k
orpha:86812	autosomal recessive limb-girdle muscular dystrophy type 2k	lgmd2k
orpha:86812	autosomal recessive limb-girdle muscular dystrophy type 2k	limb-girdle muscular dystrophy-intellectual disability syndrome
orpha:86813	helicoid peripapillary chorioretinal degeneration	helicoid peripapillary chorioretinal degeneration
